Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Experience_Age_Ratio
Bachelors,2016,Pune,3,31,Male,No,1,0,0.03225806451612903
Bachelors,2017,New Delhi,2,32,Female,No,4,1,0.125
Bachelors,2016,New Delhi,3,34,Male,No,1,0,0.029411764705882353
Bachelors,2014,Bangalore,3,34,Male,Yes,3,0,0.08823529411764706
Masters,2014,New Delhi,3,36,Male,No,1,1,0.027777777777777776
Masters,2017,Bangalore,2,41,Male,No,4,0,0.0975609756097561
Masters,2017,Pune,2,39,Female,No,3,0,0.07692307692307693
Masters,2017,New Delhi,2,38,Male,No,5,0,0.13157894736842105
Bachelors,2015,Bangalore,3,38,Male,No,3,1,0.07894736842105263
Bachelors,2014,Bangalore,3,37,Male,No,4,0,0.10810810810810811
Bachelors,2017,Bangalore,3,34,Male,No,5,0,0.14705882352941177
Bachelors,2014,Bangalore,1,39,Male,No,5,0,0.1282051282051282
Masters,2017,New Delhi,2,38,Female,No,2,1,0.05263157894736842
Masters,2017,New Delhi,3,33,Male,No,5,0,0.15151515151515152
Bachelors,2012,Bangalore,3,33,Female,No,5,0,0.15151515151515152
Bachelors,2012,Bangalore,3,34,Male,No,4,0,0.11764705882352941
Bachelors,2016,Pune,2,32,Female,No,0,1,0.0
Bachelors,2012,Bangalore,3,33,Female,Yes,0,0,0.0
Masters,2013,Pune,3,37,Male,No,2,0,0.05405405405405406
Masters,2015,New Delhi,3,37,Male,No,2,1,0.05405405405405406
Bachelors,2013,New Delhi,3,37,Male,No,2,0,0.05405405405405406
Bachelors,2017,Bangalore,3,40,Male,Yes,1,0,0.025
Masters,2016,New Delhi,3,32,Male,No,1,0,0.03125
Bachelors,2016,Bangalore,3,36,Female,No,5,1,0.1388888888888889
Bachelors,2014,Bangalore,3,36,Male,No,4,0,0.1111111111111111
Bachelors,2014,Bangalore,3,36,Female,No,1,1,0.027777777777777776
Masters,2017,New Delhi,3,31,Male,No,1,1,0.03225806451612903
Bachelors,2015,Bangalore,3,38,Male,Yes,4,0,0.10526315789473684
Masters,2017,New Delhi,3,38,Male,No,2,0,0.05263157894736842
Bachelors,2012,Pune,3,39,Male,No,2,0,0.05128205128205128
Bachelors,2014,Bangalore,1,37,Male,No,5,0,0.13513513513513514
Bachelors,2015,Pune,2,36,Female,No,1,1,0.027777777777777776
Bachelors,2013,Bangalore,3,35,Male,No,2,1,0.05714285714285714
Bachelors,2013,Pune,3,40,Female,No,5,1,0.125
Bachelors,2014,Pune,3,40,Male,No,5,0,0.125
Bachelors,2017,Bangalore,3,35,Female,No,3,0,0.08571428571428572
Bachelors,2012,Bangalore,3,41,Female,No,5,0,0.12195121951219512
Bachelors,2015,Bangalore,3,32,Male,No,4,0,0.125
Bachelors,2013,Bangalore,3,41,Male,No,2,0,0.04878048780487805
Bachelors,2016,New Delhi,3,40,Female,No,1,1,0.025
Bachelors,2017,Pune,3,40,Male,No,3,0,0.075
Bachelors,2017,Bangalore,3,34,Male,No,3,1,0.08823529411764706
Masters,2017,New Delhi,2,36,Male,Yes,2,0,0.05555555555555555
Bachelors,2017,New Delhi,3,33,Female,No,2,0,0.06060606060606061
Bachelors,2014,Pune,3,41,Male,No,2,0,0.04878048780487805
Bachelors,2014,Bangalore,3,40,Female,No,3,0,0.075
Bachelors,2016,Bangalore,3,31,Male,No,1,1,0.03225806451612903
Masters,2015,Bangalore,3,32,Female,No,2,1,0.0625
Bachelors,2017,Pune,3,34,Female,No,1,1,0.029411764705882353
Bachelors,2016,New Delhi,3,32,Male,No,4,0,0.125
Bachelors,2013,Bangalore,3,32,Female,No,4,0,0.125
Bachelors,2014,Bangalore,3,38,Male,No,2,0,0.05263157894736842
Masters,2017,New Delhi,3,32,Male,No,1,1,0.03125
Bachelors,2015,New Delhi,3,40,Male,No,2,0,0.05
Bachelors,2017,New Delhi,1,38,Female,No,1,1,0.02631578947368421
Bachelors,2017,Pune,3,37,Male,No,0,0,0.0
PHD,2014,Bangalore,3,31,Male,No,1,0,0.03225806451612903
Bachelors,2014,Pune,3,34,Male,No,0,0,0.0
Masters,2017,New Delhi,2,34,Female,No,2,1,0.058823529411764705
Bachelors,2013,Pune,2,37,Female,No,0,1,0.0
Masters,2017,New Delhi,2,31,Male,No,1,0,0.03225806451612903
Bachelors,2017,Bangalore,3,35,Male,No,5,0,0.14285714285714285
PHD,2015,New Delhi,3,34,Female,No,4,0,0.11764705882352941
Bachelors,2012,Bangalore,1,32,Male,No,1,1,0.03125
Bachelors,2017,Pune,3,31,Male,Yes,0,0,0.0
Bachelors,2015,Bangalore,3,36,Female,No,5,0,0.1388888888888889
Masters,2017,New Delhi,3,38,Female,No,2,0,0.05263157894736842
Bachelors,2015,Pune,3,34,Male,No,4,0,0.11764705882352941
Bachelors,2013,Bangalore,1,39,Female,No,1,1,0.02564102564102564
PHD,2013,Pune,3,35,Male,No,0,0,0.0
Masters,2015,Pune,2,33,Male,No,4,1,0.12121212121212122
Masters,2014,Bangalore,3,35,Female,No,2,1,0.05714285714285714
Masters,2015,New Delhi,3,40,Male,No,2,0,0.05
Bachelors,2015,Pune,2,32,Female,No,0,1,0.0
Bachelors,2013,Bangalore,3,38,Male,No,1,0,0.02631578947368421
Bachelors,2012,Bangalore,3,32,Female,No,1,1,0.03125
Bachelors,2018,Bangalore,3,36,Male,No,3,1,0.08333333333333333
Bachelors,2012,Bangalore,3,35,Male,No,1,0,0.02857142857142857
Bachelors,2013,New Delhi,3,37,Female,No,0,0,0.0
Bachelors,2015,Pune,2,35,Male,No,3,1,0.08571428571428572
Masters,2017,Pune,2,37,Female,No,1,0,0.02702702702702703
Masters,2017,Pune,2,39,Male,No,4,0,0.10256410256410256
Masters,2014,Pune,3,40,Male,No,4,1,0.1
Bachelors,2012,Pune,2,41,Female,No,1,1,0.024390243902439025
Bachelors,2018,Pune,3,41,Male,Yes,0,1,0.0
Masters,2017,Pune,2,39,Female,No,2,0,0.05128205128205128
Bachelors,2012,Bangalore,3,38,Female,No,5,0,0.13157894736842105
Bachelors,2013,Bangalore,3,33,Male,No,3,0,0.09090909090909091
Bachelors,2014,Bangalore,3,36,Female,No,3,0,0.08333333333333333
Bachelors,2017,Bangalore,3,41,Male,No,5,0,0.12195121951219512
PHD,2012,New Delhi,3,40,Female,No,5,0,0.125
Bachelors,2013,Bangalore,3,31,Female,No,4,1,0.12903225806451613
Bachelors,2012,Bangalore,3,33,Female,No,1,0,0.030303030303030304
Bachelors,2015,Bangalore,3,39,Male,Yes,2,0,0.05128205128205128
Masters,2014,Pune,2,33,Female,No,5,0,0.15151515151515152
Bachelors,2015,Bangalore,3,35,Male,No,0,0,0.0
Masters,2012,New Delhi,3,38,Male,No,2,0,0.05263157894736842
Bachelors,2016,Bangalore,3,36,Female,No,0,0,0.0
Bachelors,2014,Pune,2,36,Female,No,2,1,0.05555555555555555
Bachelors,2015,Bangalore,1,35,Male,No,5,0,0.14285714285714285
Bachelors,2017,Pune,2,34,Female,No,5,1,0.14705882352941177
Bachelors,2015,Pune,2,41,Female,No,3,1,0.07317073170731707
Bachelors,2016,Pune,3,32,Female,No,3,1,0.09375
Bachelors,2017,Pune,2,41,Female,No,2,1,0.04878048780487805
Bachelors,2016,Bangalore,3,36,Male,No,0,0,0.0
Bachelors,2017,Pune,2,39,Male,No,3,0,0.07692307692307693
Bachelors,2015,Bangalore,3,38,Male,Yes,2,0,0.05263157894736842
Bachelors,2014,Bangalore,3,34,Male,No,3,1,0.08823529411764706
Bachelors,2012,Bangalore,3,39,Female,No,5,0,0.1282051282051282
Bachelors,2017,Pune,3,36,Male,No,1,0,0.027777777777777776
Bachelors,2014,Bangalore,3,35,Male,No,1,0,0.02857142857142857
Masters,2018,Bangalore,3,31,Male,No,2,1,0.06451612903225806
Bachelors,2012,Bangalore,3,41,Female,No,4,0,0.0975609756097561
Bachelors,2017,Bangalore,3,35,Female,No,4,0,0.11428571428571428
Bachelors,2015,Bangalore,1,40,Male,No,2,0,0.05
Bachelors,2018,Bangalore,3,33,Female,No,4,1,0.12121212121212122
PHD,2018,Bangalore,3,36,Female,No,3,1,0.08333333333333333
Bachelors,2012,Bangalore,3,40,Male,No,0,0,0.0
Bachelors,2017,New Delhi,2,36,Male,No,0,0,0.0
Masters,2015,New Delhi,3,38,Female,No,0,0,0.0
Bachelors,2014,New Delhi,2,31,Female,No,4,1,0.12903225806451613
Bachelors,2016,Pune,3,40,Male,No,4,0,0.1
Bachelors,2017,Bangalore,3,37,Female,No,4,0,0.10810810810810811
Bachelors,2015,New Delhi,3,38,Female,No,0,0,0.0
Masters,2017,New Delhi,2,35,Female,No,2,0,0.05714285714285714
PHD,2018,New Delhi,3,35,Female,No,0,1,0.0
Bachelors,2012,Bangalore,3,38,Female,No,3,0,0.07894736842105263
Bachelors,2012,Pune,3,31,Female,No,5,0,0.16129032258064516
Masters,2016,New Delhi,3,33,Female,No,1,0,0.030303030303030304
Bachelors,2013,Pune,2,32,Female,No,1,1,0.03125
Bachelors,2017,Bangalore,1,39,Male,No,0,0,0.0
Bachelors,2018,New Delhi,3,35,Female,No,2,1,0.05714285714285714
Bachelors,2014,New Delhi,3,38,Female,No,5,0,0.13157894736842105
Bachelors,2015,Bangalore,3,32,Male,No,0,0,0.0
Bachelors,2017,Bangalore,3,34,Female,No,2,0,0.058823529411764705
Bachelors,2017,Bangalore,3,41,Male,No,1,0,0.024390243902439025
Masters,2012,Bangalore,3,40,Female,No,5,0,0.125
Bachelors,2012,Pune,2,32,Male,No,1,1,0.03125
Bachelors,2013,Bangalore,3,35,Male,No,0,0,0.0
PHD,2013,New Delhi,1,36,Female,No,3,0,0.08333333333333333
Bachelors,2013,Bangalore,3,40,Female,No,4,0,0.1
Bachelors,2018,Pune,2,35,Female,No,2,1,0.05714285714285714
Masters,2017,New Delhi,2,37,Female,No,4,0,0.10810810810810811
Bachelors,2017,Bangalore,3,34,Male,No,3,0,0.08823529411764706
Bachelors,2012,Pune,3,36,Male,No,1,0,0.027777777777777776
Bachelors,2015,New Delhi,3,37,Male,No,4,0,0.10810810810810811
Bachelors,2014,Bangalore,3,39,Male,No,5,0,0.1282051282051282
Bachelors,2017,New Delhi,2,39,Female,No,0,0,0.0
Masters,2018,New Delhi,3,38,Male,No,2,1,0.05263157894736842
Bachelors,2013,New Delhi,3,37,Female,No,1,0,0.02702702702702703
Bachelors,2012,New Delhi,2,33,Female,No,0,1,0.0
PHD,2014,Bangalore,3,38,Female,No,3,0,0.07894736842105263
Masters,2017,New Delhi,2,40,Female,No,2,1,0.05
Bachelors,2012,Bangalore,3,41,Male,No,5,0,0.12195121951219512
Bachelors,2013,Bangalore,2,38,Female,No,1,1,0.02631578947368421
Bachelors,2014,Bangalore,3,39,Male,No,5,1,0.1282051282051282
Bachelors,2018,Bangalore,3,35,Male,No,1,1,0.02857142857142857
Masters,2017,New Delhi,3,39,Female,No,5,1,0.1282051282051282
Bachelors,2015,Pune,2,31,Female,No,1,1,0.03225806451612903
Bachelors,2012,Pune,3,33,Male,No,2,0,0.06060606060606061
Bachelors,2017,Pune,3,33,Male,No,2,0,0.06060606060606061
Bachelors,2013,Pune,3,32,Male,No,2,0,0.0625
Bachelors,2015,Pune,2,40,Female,No,4,1,0.1
Bachelors,2013,New Delhi,3,38,Female,No,4,0,0.10526315789473684
Bachelors,2016,Bangalore,3,34,Male,Yes,2,0,0.058823529411764705
Bachelors,2016,Bangalore,1,39,Male,No,2,0,0.05128205128205128
Bachelors,2012,Bangalore,3,38,Male,No,2,0,0.05263157894736842
Masters,2017,New Delhi,2,31,Female,No,2,1,0.06451612903225806
Bachelors,2017,Bangalore,3,35,Female,No,5,0,0.14285714285714285
Bachelors,2013,Bangalore,3,31,Male,No,2,0,0.06451612903225806
Bachelors,2012,Pune,3,33,Male,No,1,0,0.030303030303030304
Bachelors,2015,Pune,2,37,Female,No,3,1,0.08108108108108109
Masters,2018,New Delhi,3,40,Female,No,2,1,0.05
Bachelors,2014,Bangalore,3,38,Male,No,0,0,0.0
Bachelors,2012,Bangalore,3,31,Male,Yes,5,0,0.16129032258064516
PHD,2014,Bangalore,3,39,Male,No,1,0,0.02564102564102564
Bachelors,2016,New Delhi,3,40,Male,No,0,0,0.0
Bachelors,2017,Pune,3,36,Female,No,0,1,0.0
Bachelors,2015,Bangalore,3,39,Female,No,3,1,0.07692307692307693
Bachelors,2012,Bangalore,3,39,Male,No,0,0,0.0
Bachelors,2013,Bangalore,3,35,Female,No,0,0,0.0
Bachelors,2013,Bangalore,3,35,Male,No,5,0,0.14285714285714285
Masters,2017,Bangalore,3,34,Female,No,4,0,0.11764705882352941
Bachelors,2014,Bangalore,3,41,Male,No,4,0,0.0975609756097561
Bachelors,2013,Bangalore,3,40,Male,No,1,0,0.025
Masters,2017,Pune,3,31,Male,No,3,1,0.0967741935483871
Masters,2014,New Delhi,3,33,Male,No,3,0,0.09090909090909091
Bachelors,2017,Pune,2,33,Female,No,2,1,0.06060606060606061
Bachelors,2016,Bangalore,3,39,Female,No,5,0,0.1282051282051282
Bachelors,2016,Bangalore,3,41,Male,No,1,1,0.024390243902439025
Bachelors,2017,Bangalore,3,32,Male,No,5,0,0.15625
Bachelors,2014,Pune,2,39,Female,No,5,1,0.1282051282051282
Bachelors,2014,Bangalore,3,31,Male,No,1,0,0.03225806451612903
Bachelors,2012,Bangalore,3,40,Male,No,3,0,0.075
Masters,2018,New Delhi,3,34,Male,No,2,1,0.058823529411764705
Bachelors,2018,New Delhi,3,37,Male,No,4,1,0.10810810810810811
Bachelors,2015,Bangalore,2,39,Female,No,0,1,0.0
Bachelors,2014,Pune,3,37,Male,No,1,0,0.02702702702702703
Masters,2014,New Delhi,3,37,Male,No,2,0,0.05405405405405406
Masters,2017,New Delhi,3,32,Male,No,2,0,0.0625
Bachelors,2014,New Delhi,3,37,Male,No,3,0,0.08108108108108109
Bachelors,2017,Bangalore,3,36,Female,No,3,0,0.08333333333333333
Bachelors,2015,Pune,2,40,Female,No,2,1,0.05
Bachelors,2014,Bangalore,3,40,Male,No,0,0,0.0
Bachelors,2012,Pune,3,32,Male,No,3,0,0.09375
Bachelors,2012,Bangalore,3,37,Male,No,3,1,0.08108108108108109
Bachelors,2017,Pune,3,40,Female,No,1,1,0.025
Bachelors,2017,Bangalore,3,34,Female,Yes,0,0,0.0
Bachelors,2012,Bangalore,3,37,Male,No,3,0,0.08108108108108109
Bachelors,2017,Bangalore,3,35,Male,No,3,0,0.08571428571428572
Bachelors,2017,Pune,3,37,Female,No,2,0,0.05405405405405406
Bachelors,2012,New Delhi,3,35,Female,No,2,0,0.05714285714285714
Bachelors,2014,Bangalore,3,31,Male,No,0,1,0.0
Bachelors,2016,Bangalore,3,41,Male,No,4,0,0.0975609756097561
Masters,2017,New Delhi,3,37,Female,No,3,0,0.08108108108108109
Bachelors,2018,Pune,3,40,Male,No,0,1,0.0
Bachelors,2018,Bangalore,1,36,Male,Yes,1,0,0.027777777777777776
PHD,2018,New Delhi,3,37,Female,No,2,1,0.05405405405405406
Bachelors,2018,Pune,3,37,Male,No,5,1,0.13513513513513514
Bachelors,2016,Pune,3,38,Male,No,0,0,0.0
Bachelors,2017,Bangalore,2,37,Male,No,2,1,0.05405405405405406
Bachelors,2016,Pune,3,32,Male,No,1,1,0.03125
Bachelors,2016,Bangalore,3,31,Male,No,3,0,0.0967741935483871
Bachelors,2013,Bangalore,1,40,Male,No,2,0,0.05
Bachelors,2015,Bangalore,3,31,Male,No,1,0,0.03225806451612903
Masters,2017,Pune,2,36,Male,No,2,0,0.05555555555555555
Bachelors,2017,Bangalore,3,38,Male,Yes,2,0,0.05263157894736842
Bachelors,2014,Pune,3,37,Female,No,5,1,0.13513513513513514
Bachelors,2014,Pune,3,34,Female,No,2,1,0.058823529411764705
Bachelors,2013,Bangalore,3,41,Male,Yes,2,1,0.04878048780487805
Bachelors,2015,Pune,2,32,Female,No,3,1,0.09375
Bachelors,2015,Pune,3,34,Male,No,5,0,0.14705882352941177
PHD,2013,Bangalore,3,39,Male,No,2,1,0.05128205128205128
Masters,2013,New Delhi,2,32,Male,No,2,1,0.0625
Bachelors,2012,Bangalore,3,31,Female,No,3,0,0.0967741935483871
PHD,2016,New Delhi,3,40,Male,No,1,0,0.025
Bachelors,2015,Bangalore,3,37,Female,No,0,0,0.0
Masters,2017,New Delhi,3,40,Female,No,0,0,0.0
Bachelors,2013,Bangalore,3,31,Male,No,1,0,0.03225806451612903
Bachelors,2017,Bangalore,3,32,Male,No,2,0,0.0625
Bachelors,2017,Bangalore,3,34,Female,Yes,1,0,0.029411764705882353
Masters,2013,Pune,2,41,Male,No,2,1,0.04878048780487805
Masters,2015,New Delhi,3,37,Male,No,2,0,0.05405405405405406
Bachelors,2015,Bangalore,3,40,Female,No,1,0,0.025
Masters,2017,Pune,2,35,Male,No,2,0,0.05714285714285714
Bachelors,2012,Bangalore,3,39,Male,No,3,0,0.07692307692307693
Bachelors,2017,Pune,3,41,Male,No,4,0,0.0975609756097561
Bachelors,2015,Bangalore,3,36,Male,No,4,0,0.1111111111111111
Bachelors,2014,Bangalore,3,32,Male,No,5,0,0.15625
Bachelors,2013,Bangalore,3,32,Male,No,0,0,0.0
Bachelors,2017,Bangalore,3,36,Male,No,2,0,0.05555555555555555
Bachelors,2013,Bangalore,3,40,Male,No,4,0,0.1
Bachelors,2018,Bangalore,3,32,Male,Yes,1,1,0.03125
Bachelors,2016,Bangalore,3,38,Male,No,1,0,0.02631578947368421
Bachelors,2018,Bangalore,3,41,Male,No,4,1,0.0975609756097561
Masters,2017,Pune,2,35,Male,No,3,1,0.08571428571428572
Bachelors,2016,Bangalore,3,36,Female,No,1,0,0.027777777777777776
Bachelors,2014,Bangalore,3,35,Female,No,4,0,0.11428571428571428
Bachelors,2016,Bangalore,3,31,Male,No,2,0,0.06451612903225806
PHD,2015,Pune,3,37,Male,No,2,0,0.05405405405405406
Bachelors,2013,Bangalore,3,41,Female,No,4,0,0.0975609756097561
Bachelors,2013,Bangalore,3,31,Male,No,0,0,0.0
Bachelors,2015,New Delhi,3,32,Male,No,1,0,0.03125
Bachelors,2014,Bangalore,3,33,Male,No,1,1,0.030303030303030304
Bachelors,2016,Bangalore,1,34,Male,Yes,2,1,0.058823529411764705
Bachelors,2017,Pune,2,33,Male,No,1,0,0.030303030303030304
Bachelors,2012,Bangalore,3,38,Female,No,4,1,0.10526315789473684
Bachelors,2013,Bangalore,3,35,Male,No,3,1,0.08571428571428572
Bachelors,2017,Pune,3,31,Male,No,1,0,0.03225806451612903
Bachelors,2013,Pune,3,37,Male,No,2,0,0.05405405405405406
Bachelors,2012,Bangalore,3,32,Female,No,2,1,0.0625
Bachelors,2013,Pune,3,34,Male,Yes,5,0,0.14705882352941177
PHD,2013,Bangalore,2,41,Male,No,2,1,0.04878048780487805
Masters,2015,New Delhi,3,32,Male,No,0,1,0.0
Bachelors,2013,Bangalore,3,39,Male,No,2,0,0.05128205128205128
Bachelors,2012,Bangalore,3,31,Male,Yes,0,1,0.0
Bachelors,2017,New Delhi,2,41,Male,No,1,0,0.024390243902439025
Bachelors,2016,Bangalore,3,36,Male,No,2,0,0.05555555555555555
Bachelors,2017,Bangalore,2,38,Female,No,5,1,0.13157894736842105
Bachelors,2012,Bangalore,3,32,Male,No,5,0,0.15625
Bachelors,2018,Pune,3,35,Female,No,3,1,0.08571428571428572
Bachelors,2017,Bangalore,3,39,Male,No,2,0,0.05128205128205128
Bachelors,2013,Pune,3,33,Male,No,4,0,0.12121212121212122
Bachelors,2013,Pune,3,32,Male,Yes,5,0,0.15625
Bachelors,2017,Bangalore,3,35,Male,No,1,1,0.02857142857142857
Masters,2014,Pune,3,39,Male,No,4,0,0.10256410256410256
Bachelors,2016,Bangalore,3,40,Male,No,0,1,0.0
Masters,2015,Pune,1,38,Female,No,0,0,0.0
Bachelors,2017,New Delhi,3,40,Male,No,1,0,0.025
Bachelors,2013,Bangalore,3,34,Female,No,2,0,0.058823529411764705
Bachelors,2013,Bangalore,3,31,Male,Yes,4,0,0.12903225806451613
Bachelors,2014,New Delhi,3,40,Female,No,3,1,0.075
Bachelors,2013,Bangalore,3,37,Male,No,2,0,0.05405405405405406
Bachelors,2012,New Delhi,3,33,Male,No,3,0,0.09090909090909091
Bachelors,2015,Bangalore,3,36,Male,Yes,4,0,0.1111111111111111
Bachelors,2014,Bangalore,3,34,Male,No,5,0,0.14705882352941177
Bachelors,2013,Bangalore,3,35,Male,No,0,1,0.0
Masters,2014,New Delhi,3,39,Male,No,2,0,0.05128205128205128
Masters,2014,New Delhi,3,34,Male,No,5,0,0.14705882352941177
Bachelors,2017,Pune,2,32,Female,No,2,1,0.0625
Bachelors,2015,New Delhi,3,32,Female,No,2,0,0.0625
Bachelors,2014,Bangalore,3,33,Male,No,5,1,0.15151515151515152
Masters,2017,New Delhi,2,34,Male,No,2,1,0.058823529411764705
Masters,2016,Bangalore,3,35,Female,No,1,1,0.02857142857142857
Masters,2017,New Delhi,3,35,Male,Yes,2,0,0.05714285714285714
Bachelors,2014,Pune,2,38,Female,No,3,1,0.07894736842105263
Bachelors,2016,Bangalore,3,37,Male,No,0,0,0.0
Bachelors,2015,Bangalore,3,41,Male,No,0,0,0.0
Masters,2017,Bangalore,3,40,Male,No,4,1,0.1
Bachelors,2017,Bangalore,3,39,Female,No,3,0,0.07692307692307693
Bachelors,2017,Pune,2,32,Male,No,2,0,0.0625
Bachelors,2018,New Delhi,3,40,Male,Yes,4,1,0.1
Bachelors,2016,Bangalore,3,40,Male,No,0,0,0.0
Bachelors,2016,Bangalore,3,41,Female,No,1,1,0.024390243902439025
Masters,2017,Pune,1,38,Male,No,0,1,0.0
Bachelors,2018,Bangalore,3,41,Female,No,2,1,0.04878048780487805
Bachelors,2015,New Delhi,2,33,Female,No,4,1,0.12121212121212122
Bachelors,2012,Bangalore,3,41,Male,Yes,0,0,0.0
Bachelors,2017,New Delhi,2,35,Female,No,5,0,0.14285714285714285
Bachelors,2013,Bangalore,3,36,Male,No,5,0,0.1388888888888889
Bachelors,2013,Pune,3,37,Male,No,1,0,0.02702702702702703
Bachelors,2013,New Delhi,1,37,Female,No,1,0,0.02702702702702703
Bachelors,2017,Bangalore,3,38,Female,No,2,0,0.05263157894736842
Bachelors,2013,Pune,2,34,Female,No,1,1,0.029411764705882353
Bachelors,2017,Pune,2,33,Female,No,4,1,0.12121212121212122
Bachelors,2013,Bangalore,3,32,Female,No,1,0,0.03125
Masters,2014,Bangalore,3,38,Female,No,4,1,0.10526315789473684
Masters,2016,New Delhi,3,41,Male,No,5,1,0.12195121951219512
Masters,2014,Pune,3,36,Female,No,2,0,0.05555555555555555
Bachelors,2017,New Delhi,3,34,Female,No,2,1,0.058823529411764705
Bachelors,2017,Bangalore,3,34,Male,Yes,0,0,0.0
Bachelors,2016,Bangalore,3,35,Male,No,4,0,0.11428571428571428
Masters,2015,New Delhi,3,38,Male,No,1,0,0.02631578947368421
Bachelors,2016,Bangalore,3,32,Male,Yes,5,0,0.15625
Bachelors,2015,Pune,3,37,Female,No,2,1,0.05405405405405406
Bachelors,2017,Bangalore,2,32,Female,No,2,1,0.0625
Masters,2017,New Delhi,2,36,Male,No,3,0,0.08333333333333333
Bachelors,2017,Pune,3,37,Female,No,5,0,0.13513513513513514
Bachelors,2018,Bangalore,3,34,Female,No,3,1,0.08823529411764706
Bachelors,2016,Pune,3,31,Male,No,0,1,0.0
Bachelors,2015,New Delhi,3,35,Female,No,3,0,0.08571428571428572
Bachelors,2015,Bangalore,3,37,Female,No,5,0,0.13513513513513514
Masters,2017,Bangalore,2,40,Female,Yes,2,0,0.05
Bachelors,2015,Bangalore,3,39,Male,No,5,1,0.1282051282051282
Bachelors,2015,Pune,2,36,Female,Yes,1,1,0.027777777777777776
Bachelors,2014,Bangalore,3,35,Female,No,2,0,0.05714285714285714
Masters,2013,Bangalore,3,37,Female,No,3,1,0.08108108108108109
Bachelors,2013,New Delhi,3,41,Female,No,1,0,0.024390243902439025
Masters,2017,New Delhi,2,40,Male,No,2,0,0.05
Masters,2013,New Delhi,3,40,Female,No,2,1,0.05
Bachelors,2015,Bangalore,3,39,Male,No,5,0,0.1282051282051282
Masters,2015,Pune,2,33,Female,No,4,0,0.12121212121212122
Bachelors,2012,Bangalore,3,36,Male,No,1,1,0.027777777777777776
Bachelors,2012,Bangalore,3,36,Male,No,5,0,0.1388888888888889
Bachelors,2015,Bangalore,3,38,Male,No,3,0,0.07894736842105263
Bachelors,2017,New Delhi,2,37,Female,No,5,0,0.13513513513513514
Masters,2017,New Delhi,3,34,Female,No,2,0,0.058823529411764705
Bachelors,2013,Bangalore,3,31,Male,No,2,1,0.06451612903225806
Bachelors,2013,Bangalore,3,38,Male,No,5,0,0.13157894736842105
Bachelors,2017,Bangalore,3,36,Male,No,3,0,0.08333333333333333
Bachelors,2012,Bangalore,3,40,Male,No,1,0,0.025
Bachelors,2017,Bangalore,3,41,Male,No,5,1,0.12195121951219512
Bachelors,2015,Bangalore,3,31,Female,No,4,0,0.12903225806451613
Bachelors,2017,New Delhi,3,41,Male,No,2,0,0.04878048780487805
Bachelors,2015,New Delhi,3,31,Female,No,3,0,0.0967741935483871
Bachelors,2017,Pune,3,31,Female,No,0,1,0.0
Bachelors,2017,New Delhi,2,37,Male,No,0,0,0.0
Bachelors,2012,Pune,3,39,Male,No,0,0,0.0
Bachelors,2014,Bangalore,3,38,Male,No,3,0,0.07894736842105263
Bachelors,2013,Pune,3,40,Female,No,2,1,0.05
Bachelors,2013,Pune,3,36,Male,No,1,0,0.027777777777777776
Bachelors,2016,Bangalore,3,41,Male,No,3,0,0.07317073170731707
Bachelors,2018,Bangalore,3,32,Female,No,2,1,0.0625
Masters,2018,Bangalore,3,40,Female,No,3,1,0.075
Bachelors,2014,New Delhi,3,33,Male,No,3,0,0.09090909090909091
Bachelors,2012,Bangalore,3,32,Male,No,4,0,0.125
Bachelors,2018,Bangalore,3,41,Male,No,5,1,0.12195121951219512
Bachelors,2016,Bangalore,3,31,Male,No,0,0,0.0
Masters,2018,Pune,3,31,Male,No,2,1,0.06451612903225806
Bachelors,2017,New Delhi,3,35,Female,No,5,0,0.14285714285714285
Bachelors,2015,Pune,1,32,Female,No,5,1,0.15625
Masters,2017,New Delhi,3,41,Female,No,2,0,0.04878048780487805
Masters,2017,New Delhi,2,36,Female,No,1,0,0.027777777777777776
Masters,2017,Pune,3,35,Male,No,1,0,0.02857142857142857
Masters,2017,New Delhi,3,35,Male,No,1,1,0.02857142857142857
Bachelors,2015,New Delhi,3,33,Male,No,1,0,0.030303030303030304
Bachelors,2014,Bangalore,3,38,Female,No,4,0,0.10526315789473684
Bachelors,2015,New Delhi,2,33,Female,No,3,1,0.09090909090909091
Masters,2018,New Delhi,3,31,Female,Yes,2,1,0.06451612903225806
PHD,2015,Bangalore,3,31,Male,No,3,0,0.0967741935483871
Bachelors,2013,Bangalore,3,37,Male,No,5,0,0.13513513513513514
Bachelors,2014,Bangalore,3,32,Male,No,1,0,0.03125
Bachelors,2017,Bangalore,3,33,Male,No,3,0,0.09090909090909091
Bachelors,2014,Bangalore,3,37,Male,No,5,0,0.13513513513513514
Bachelors,2012,Bangalore,3,32,Male,No,3,0,0.09375
Bachelors,2015,Pune,3,40,Female,Yes,2,1,0.05
Bachelors,2014,Pune,1,40,Female,No,1,1,0.025
Masters,2017,Bangalore,2,39,Female,No,2,1,0.05128205128205128
PHD,2016,New Delhi,3,41,Male,No,1,0,0.024390243902439025
PHD,2014,New Delhi,3,32,Female,No,0,0,0.0
Bachelors,2017,Bangalore,3,38,Male,No,0,1,0.0
Masters,2017,New Delhi,2,31,Female,Yes,2,0,0.06451612903225806
